accident_types,age,all_text,brands,content,daily_rain_sum,daily_weather_code,daily_wind_direction_10m_dominant,daily_wind_gusts_10m_max,daily_wind_speed_10m_max,date_modified,date_published,day,hospital,hourly_precipitation,hourly_rain,hourly_showers,hourly_temperature_2m,hourly_visibility,hourly_winddirection_10m,hourly_windspeed_10m,injuries,latitude,longitude,road,time,title,town,vehicles
"['Collision', 'Accident']",23.0,"Traffic accident in Birżebbuġa Today, at around 1315 hrs, the Police were informed of a traffic accident in Triq Għar Dalam, Birżebbuġa.Preliminary investigations showed that a collision occurred between a Peugeot partner that was being driven by a 23-year-old Albanian from Birżebbuġa and a Honda NSS motorcycle that was being driven by a 34-year-old man from Zejtun.A medical team was called on site and an ambulance took the biker to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations into the accident are ongoing.","['Peugeot', 'Honda']","Today, at around 1315 hrs, the Police were informed of a traffic accident in Triq Għar Dalam, Birżebbuġa.Preliminary investigations showed that a collision occurred between a Peugeot partner that was being driven by a 23-year-old Albanian from Birżebbuġa and a Honda NSS motorcycle that was being driven by a 34-year-old man from Zejtun.A medical team was called on site and an ambulance took the biker to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations into the accident are ongoing.",0.0,3.0,10.182340621948242,29.8799991607666,16.450069427490234,2025-05-07,2025-05-07,Wednesday,['Mater Dei'],0.0,0.0,0.0,23.697500228881836,75900.0,25.201093673706055,13.527571678161621,['grievous'],35.8269478,14.5274189,Triq Għar Dalam,13:15,Traffic accident in Birżebbuġa,Birżebbuġa,['Motorcycle']
['Accident'],36.0,"Marsa traffic accident Today, at about 0745hrs, the Police were informed of a traffic accident in Triq Diċembru Tlettax, Marsa.The Police went immediately on site and preliminary investigations showed that a 36-year-old Turkish national, resident in Zabbar, lost control of the Toyota Vitz he was driving and crashed into the barriers and a pole.The victim was assisted by a medical team, taken to Mater Dei Hospital by ambulance and certified to have sustained grievous injuries.Civil Protection Department personnel were also on site to assist.Police investigations are still ongoing.",['Toyota'],"Today, at about 0745hrs, the Police were informed of a traffic accident in Triq Diċembru Tlettax, Marsa.The Police went immediately on site and preliminary investigations showed that a 36-year-old Turkish national, resident in Zabbar, lost control of the Toyota Vitz he was driving and crashed into the barriers and a pole.The victim was assisted by a medical team, taken to Mater Dei Hospital by ambulance and certified to have sustained grievous injuries.Civil Protection Department personnel were also on site to assist.Police investigations are still ongoing.",,,,,,2024-12-27,2024-12-27,Friday,['Mater Dei'],,,,,,,,['grievous'],,,,07:45,Marsa traffic accident,,['Car']
['Accident'],43.0,"Motorcycle accident in Marsa A 43-year-old Nepalese man and residing in Msida, at around 1430hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in December 13 Road, Marsa.Preliminary investigations showed that the man was riding a Kymco motorcycle, lost control and crashed into a pole.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained serious injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry, while Police investigations are ongoing",['Kymco'],"A 43-year-old Nepalese man and residing in Msida, at around 1430hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in December 13 Road, Marsa.Preliminary investigations showed that the man was riding a Kymco motorcycle, lost control and crashed into a pole.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained serious injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry, while Police investigations are ongoing",,,,,,2025-05-04,2025-05-04,Sunday,['Mater Dei'],,,,,,,,['serious'],,,,14:30,Motorcycle accident in Marsa,,['Motorcycle']
['Accident'],25.0,"Attard fatal accident A 25-year-old man, a resident of Mtarfa, lost his life late last night in a traffic accident in Attard.The accident occurred at around 2120hrs in Triq L-Imdina.Preliminary investigations showed that the victim was driving a Mercedes, lost control and as a result the car crashed into a tree. Police, medical teams from Mater Dei and members of the Civil Protection Department were immediately called on site. Unfortunately, the man was certified dead on the spot.Magistrate Dr Ian Farrugia LL.D appointed an inquiry assisted by various experts, while Police investigations in connection with this incident are still ongoing.",['Mercedes'],"A 25-year-old man, a resident of Mtarfa, lost his life late last night in a traffic accident in Attard.The accident occurred at around 2120hrs in Triq L-Imdina.Preliminary investigations showed that the victim was driving a Mercedes, lost control and as a result the car crashed into a tree. Police, medical teams from Mater Dei and members of the Civil Protection Department were immediately called on site. Unfortunately, the man was certified dead on the spot.Magistrate Dr Ian Farrugia LL.D appointed an inquiry assisted by various experts, while Police investigations in connection with this incident are still ongoing.",0.0,3.0,214.51605224609375,39.599998474121094,21.26134490966797,2025-01-07,2025-01-07,Tuesday,['Mater Dei'],0.0,0.0,0.0,14.314499855041504,18320.0,312.95458984375,14.264361381530762,[],35.8858923,14.4025288,,21:20,Attard fatal accident,L-Imdina,['Car']
"['Collision', 'Accident']",49.0,"Traffic accident in Gudja Late yesterday evening, at around 11:00 p.m. (2300hrs), the Police were informed of a traffic accident in Triq Dawret il-Gudja, Gudja.Police immediately went to the scene, and from preliminary investigations it resulted that a collision had occurred between a Suzuki Baleno driven by a 49-year-old man from Swieqi and a Hyundai Getz driven by a 19-year-old from San Ġwann. Followwing the intial impact, the Hyundai veered into the opposite lane and collided with a Renault Captur.The Renault was driven by a 50-year-old man. Also inside the vehicle were two women aged 69 and 43, as well as a 14-year-old girl and a 14-year-old boy, all residents of Rabat.A medical team was called to the scene, and an ambulance took the 43-year-old woman together with the two children to Mater Dei Hospital. Later, the 14-year-old boy was certified to have suffered grievous injuries, while the girl and the 43-year-old woman suffered slight injuries.Police investigations into this accident are still ongoing.","['Suzuki', 'Renault', 'Hyundai']","Late yesterday evening, at around 11:00 p.m. (2300hrs), the Police were informed of a traffic accident in Triq Dawret il-Gudja, Gudja.Police immediately went to the scene, and from preliminary investigations it resulted that a collision had occurred between a Suzuki Baleno driven by a 49-year-old man from Swieqi and a Hyundai Getz driven by a 19-year-old from San Ġwann. Followwing the intial impact, the Hyundai veered into the opposite lane and collided with a Renault Captur.The Renault was driven by a 50-year-old man. Also inside the vehicle were two women aged 69 and 43, as well as a 14-year-old girl and a 14-year-old boy, all residents of Rabat.A medical team was called to the scene, and an ambulance took the 43-year-old woman together with the two children to Mater Dei Hospital. Later, the 14-year-old boy was certified to have suffered grievous injuries, while the girl and the 43-year-old woman suffered slight injuries.Police investigations into this accident are still ongoing.",0.0,3.0,249.60394287109375,44.63999557495117,17.87355613708496,2025-10-05,2025-10-05,Sunday,['Mater Dei'],0.0,0.0,0.0,22.426498413085938,40480.0,265.763671875,9.746630668640137,"['grievous', 'slight']",35.9093052,14.4788042,Triq Dawret il-Gudja,23:00,Traffic accident in Gudja,San Ġwann,"['Motorcycle', 'Car', 'Vehicle']"
"['Accident', 'Collision']",39.0,"Car-motorcycle collision in Marsa Today, at around 0730hrs, the Police were informed of a traffic accident in Xatt l-Għassara tal-Għeneb, il-Marsa.Preliminary investigations showed that a collision occurred between a Ford Fiesta driven by a 39-year-old man residing in Xgħajra and a Honda motorcycle driven by a 35-year-old woman who lives in Dingli.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital, where she was certified to have sustained grievous injuries.Police investigations are ongoing.","['Honda', 'Ford']","Today, at around 0730hrs, the Police were informed of a traffic accident in Xatt l-Għassara tal-Għeneb, il-Marsa.Preliminary investigations showed that a collision occurred between a Ford Fiesta driven by a 39-year-old man residing in Xgħajra and a Honda motorcycle driven by a 35-year-old woman who lives in Dingli.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital, where she was certified to have sustained grievous injuries.Police investigations are ongoing.",0.0,0.0,136.4961395263672,45.0,17.283748626708984,2025-06-04,2025-06-04,Wednesday,['Mater Dei'],0.0,0.0,0.0,22.892499923706055,40380.0,120.65058898925781,11.298495292663574,['grievous'],35.882892,14.4944898,,07:30,Car-motorcycle collision in Marsa,Il-Marsa,"['Motorcycle', 'Car']"
['Accident'],52.0,"Man suffers serious injuries in traffic accident A 52-year-old man from Żurrieq, at around 2330hrs, was taken to Mater Dei Hospital after suffering injuries in a traffic accident in a parking lot on Triq il-Mina ta’ Hompesch, Ħaż-Żabbar.Initial investigations revealed that the victim was hit by a Toyota Vitz, which was being driven by a 26-year-old man resident in Kalkara.The man was treated by a medical team, taken to hospital by ambulance and certified as having suffered serious injuries.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and an inquiry was opened, while investigations by the Police are still ongoing.",['Toyota'],"A 52-year-old man from Żurrieq, at around 2330hrs, was taken to Mater Dei Hospital after suffering injuries in a traffic accident in a parking lot on Triq il-Mina ta’ Hompesch, Ħaż-Żabbar.Initial investigations revealed that the victim was hit by a Toyota Vitz, which was being driven by a 26-year-old man resident in Kalkara.The man was treated by a medical team, taken to hospital by ambulance and certified as having suffered serious injuries.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and an inquiry was opened, while investigations by the Police are still ongoing.",0.0,2.0,324.02105712890625,29.8799991607666,12.53813362121582,2025-09-17,2025-09-17,Wednesday,['Mater Dei'],0.0,0.0,0.0,24.821500778198242,9220.0,298.6103515625,4.510787010192871,"['serious', 'suffering']",35.8753368,14.5374788,Triq il-Mina ta’ Hompesch,23:30,Man suffers serious injuries in traffic accident,Ħaż-Żabbar,"['Car', 'Pedestrian']"
"['Accident', 'Collision']",31.0,"Car-motorcycle collision in St Paul&#8217;s Bay Today, at around 1330hrs, the Police were informed of a traffic accident in Triq Burmarrad, St Paul’s Bay.Preliminary investigations showed that a collision occurred between a Mazda Demio driven by a 31-year-old Czech Republic woman residing in Mosta and a Piaggio motorcycle driven by a 72-year-old man who lives in Birkirkara.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.","['Mazda', 'Piaggio']","Today, at around 1330hrs, the Police were informed of a traffic accident in Triq Burmarrad, St Paul’s Bay.Preliminary investigations showed that a collision occurred between a Mazda Demio driven by a 31-year-old Czech Republic woman residing in Mosta and a Piaggio motorcycle driven by a 72-year-old man who lives in Birkirkara.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",0.0,3.0,276.4140930175781,43.19999694824219,24.033876419067383,2025-04-18,2025-04-18,Friday,['Mater Dei'],0.0,0.0,0.0,20.126501083374023,67320.0,282.03057861328125,22.453149795532227,['grievous'],35.8994577,14.4649552,Triq Burmarrad,13:30,Car-motorcycle collision in St Paul&#8217;s Bay,Birkirkara,"['Motorcycle', 'Car']"
"['Accident', 'Collision']",34.0,"Car-motorcycle collision in Mosta Yesterday, at around 1800hrs, the Police were informed of a traffic accident in Triq iż-Żejfa, Mosta.Preliminary investigations showed that a collision occurred between a Kia Sportage driven by a 34-year-old woman from Rabat and a Suzuki motorcycle driven by a 30-year-old Indian man who lives in Birkirkara.A medical team was called on site and an ambulance took the man to Mater Dei Hospital, where he was certified to be seriously injured.Magistrate Dr Joseph Mifsud LL.D was informed about the case who appointed an inquiry, while Police investigations are ongoing.","['Kia', 'Suzuki', 'Indian']","Yesterday, at around 1800hrs, the Police were informed of a traffic accident in Triq iż-Żejfa, Mosta.Preliminary investigations showed that a collision occurred between a Kia Sportage driven by a 34-year-old woman from Rabat and a Suzuki motorcycle driven by a 30-year-old Indian man who lives in Birkirkara.A medical team was called on site and an ambulance took the man to Mater Dei Hospital, where he was certified to be seriously injured.Magistrate Dr Joseph Mifsud LL.D was informed about the case who appointed an inquiry, while Police investigations are ongoing.",0.0,2.0,235.05332946777344,37.439998626708984,18.17197608947754,2025-07-07,2025-07-07,Monday,['Mater Dei'],0.0,0.0,0.0,30.876501083374023,75900.0,216.86997985839844,9.0,[],35.8994577,14.4649552,Triq iż-Żejfa,18:00,Car-motorcycle collision in Mosta,Birkirkara,"['Motorcycle', 'Car']"
"['Accident', 'Collision']",46.0,"Car-motorcycle collision in Żejtun Today, at around 0930hrs, the Police were informed of a traffic accident in Tal-Barrani Road, Żejtun.The Police went immediately on site and preliminary investigations showed that a collision had occurred between a Mazda Demio driven by a 46-year-old man residing in Żejtun and a Honda motorcycle driven by a 79-year-old man also living in Żejtun.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.","['Honda', 'Mazda']","Today, at around 0930hrs, the Police were informed of a traffic accident in Tal-Barrani Road, Żejtun.The Police went immediately on site and preliminary investigations showed that a collision had occurred between a Mazda Demio driven by a 46-year-old man residing in Żejtun and a Honda motorcycle driven by a 79-year-old man also living in Żejtun.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",,,,,,2025-04-17,2025-04-17,Thursday,['Mater Dei'],,,,,,,,['grievous'],,,,09:30,Car-motorcycle collision in Żejtun,,"['Motorcycle', 'Car']"
"['Collision', 'Accident']",22.0,"Traffic accident in Santa Venera A 22-year-old man and residing in Rabat, at around 1745hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Regional Road, Santa Venera.Preliminary investigations showed that a collision occurred between a Toyota Vitz driven by a 19-year-old woman residing in Żurrieq and a Honda motorcycle driven by the victim.She was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.","['Toyota', 'Honda']","A 22-year-old man and residing in Rabat, at around 1745hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Regional Road, Santa Venera.Preliminary investigations showed that a collision occurred between a Toyota Vitz driven by a 19-year-old woman residing in Żurrieq and a Honda motorcycle driven by the victim.She was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",6.600000381469727,95.0,145.3994903564453,74.15999603271484,28.829233169555664,2025-05-15,2025-05-15,Thursday,['Mater Dei'],2.799999952316284,0.4000000059604645,2.4000000953674316,19.758501052856445,7080.0,153.9967041015625,16.422470092773438,['grievous'],35.8897878,14.4802386,Regional Road,17:45,Traffic accident in Santa Venera,Santa Venera,"['Motorcycle', 'Car']"
"['Collision', 'Accident']",57.0,"Fatal accident in Żebbuġ On Thursday 19th June, at around ten in the evening (2200 hrs), the Police were informed of a traffic accident in Triq L-Imdina, Ħaż-Żebbuġ.Initial investigations showed that a collision occurred between a Renault Captur driven by a 57-year-old man from Dingli and a Honda Civic driven by a 32-year-old man from Luqa. A 28-year-old woman, a resident of Attard, was a passenger in the Honda.They were assisted by a medical team and members of the Civil Protection Department.All persons were taken to Mater Dei Hospital by ambulance. Shortly afterwards, the 32-year-old man was certified dead.The other man and the woman sustained grievous injuries.Magistrate Dr Antoine Agius Bonnici LL. D was informed of the case and appointed an inquiry.Police investigations are ongoing.","['Honda', 'Renault']","On Thursday 19th June, at around ten in the evening (2200 hrs), the Police were informed of a traffic accident in Triq L-Imdina, Ħaż-Żebbuġ.Initial investigations showed that a collision occurred between a Renault Captur driven by a 57-year-old man from Dingli and a Honda Civic driven by a 32-year-old man from Luqa. A 28-year-old woman, a resident of Attard, was a passenger in the Honda.They were assisted by a medical team and members of the Civil Protection Department.All persons were taken to Mater Dei Hospital by ambulance. Shortly afterwards, the 32-year-old man was certified dead.The other man and the woman sustained grievous injuries.Magistrate Dr Antoine Agius Bonnici LL. D was informed of the case and appointed an inquiry.Police investigations are ongoing.",0.0,2.0,303.0238037109375,25.19999885559082,11.18320083618164,2025-06-22,2025-06-22,Sunday,['Mater Dei'],0.0,0.0,0.0,25.7864990234375,50480.0,257.47119140625,3.3190360069274902,['grievous'],35.8725956,14.4398593,Triq L-Imdina,22:00,Fatal accident in Żebbuġ,Ħaż-Żebbuġ,"['Motorcycle', 'Car']"
['Accident'],44.0,"Motorcycle accident in St Paul&#8217;s Bay A 44-year-old Japanese woman who resides in Birkirkara, at around 1930hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq San Pawl, St Paul’s Bay.Preliminary investigations showed that a 44-year-old German man who lives in St Julian’s was driving a Voge 300Rally motorcycle, lost control and fell. The woman was a pillion rider on the motorcycle.They were assisted by a medical team, and the woman was taken to hospital by ambulance where she was certified to have sustained grievous injuries.Police investigations are ongoing.",['Voge'],"A 44-year-old Japanese woman who resides in Birkirkara, at around 1930hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq San Pawl, St Paul’s Bay.Preliminary investigations showed that a 44-year-old German man who lives in St Julian’s was driving a Voge 300Rally motorcycle, lost control and fell. The woman was a pillion rider on the motorcycle.They were assisted by a medical team, and the woman was taken to hospital by ambulance where she was certified to have sustained grievous injuries.Police investigations are ongoing.",0.0,2.0,270.3236999511719,24.479999542236328,11.525623321533203,2025-09-17,2025-09-16,Tuesday,['Mater Dei'],0.0,0.0,0.0,26.126501083374023,30960.0,281.3099060058594,7.342587947845459,['grievous'],35.8994577,14.4649552,,19:30,Motorcycle accident in St Paul&#8217;s Bay,Birkirkara,['Motorcycle']
['Accident'],87.0,"Woman grievously injured in traffic accident An 87-year-old woman who lives in Naxxar, at around 0900hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq San Pawl, Naxxar.Preliminary investigations showed that the victim was hit by a Smart, which was being driven by a30-year-old man residing in Fgura.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",['Smart'],"An 87-year-old woman who lives in Naxxar, at around 0900hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq San Pawl, Naxxar.Preliminary investigations showed that the victim was hit by a Smart, which was being driven by a30-year-old man residing in Fgura.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",0.0,80.0,307.6540222167969,61.19999694824219,30.652894973754883,2025-04-01,2025-04-01,Tuesday,['Mater Dei'],0.6000000238418579,0.0,0.6000000238418579,13.069000244140625,19940.0,318.69146728515625,15.815435409545898,['grievous'],35.9133396,14.4432851,,09:00,Woman grievously injured in traffic accident,In-Naxxar,"['Car', 'Pedestrian']"
['Accident'],75.0,"Man grievously injured in traffic accident A 75-year-old man who lives in Zabbar, at around 1600hrs of yesterday afternoon, was taken to Mater Dei Hospital because he was injured in a traffic accident in Luqa Road, Paola.Preliminary investigations showed that the man was hit by a Nissan March, which was being driven by a 29-year-old man residing in Santa Lucija.The elderly man was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",['Nissan'],"A 75-year-old man who lives in Zabbar, at around 1600hrs of yesterday afternoon, was taken to Mater Dei Hospital because he was injured in a traffic accident in Luqa Road, Paola.Preliminary investigations showed that the man was hit by a Nissan March, which was being driven by a 29-year-old man residing in Santa Lucija.The elderly man was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",0.0,45.0,312.7508239746094,15.480000495910645,5.991593837738037,2025-08-20,2025-08-19,Tuesday,['Mater Dei'],0.0,0.0,0.0,29.26099967956543,52240.0,327.9946594238281,3.396233081817627,['grievous'],35.8627784,14.5047695,,16:00,Man grievously injured in traffic accident,Santa Luċija,"['Car', 'Pedestrian']"
['Accident'],82.0,"Gozo traffic accident Today, at around 0800 hrs, the Police were informed of a traffic accident in Triq Marsalforn, Żebbuġ, Gozo.From initial investigations, it showed that an 82-year-old man from Ħaż-Żabbar lost control of the Toyota Corolla he was driving and crashed into a wall. An 81-year-old woman from Santa Venera was also in the vehicle.The woman was assisted by a medical team on site and taken to Gozo General Hospital by an ambulance, where she was certified to have sustained grievous injuries.The Police are carrying out investigations.",['Toyota'],"Today, at around 0800 hrs, the Police were informed of a traffic accident in Triq Marsalforn, Żebbuġ, Gozo.From initial investigations, it showed that an 82-year-old man from Ħaż-Żabbar lost control of the Toyota Corolla he was driving and crashed into a wall. An 81-year-old woman from Santa Venera was also in the vehicle.The woman was assisted by a medical team on site and taken to Gozo General Hospital by an ambulance, where she was certified to have sustained grievous injuries.The Police are carrying out investigations.",0.0,80.0,207.46246337890625,33.119998931884766,13.10419750213623,2025-09-24,2025-09-24,Wednesday,['Gozo General Hospital'],0.0,0.0,0.0,26.558500289916992,49440.0,189.78233337402344,10.594036102294922,['grievous'],35.8897878,14.4802386,Triq Marsalforn,08:00,Gozo traffic accident,Santa Venera,['Car']
['Accident'],36.0,"Fatal motorcycle accident A 36-year-old Italian man, residing in Birkirkara, lost his life late last night in a traffic accident in Msida.The accident happened at around 2015hrs in Mikiel Anton Vassalli Street.From initial investigations it appears that the man was riding a Honda motorcycle and while he was in the tunnel, he lost control, crashed into the wall and fell.The victim was immediately assisted by a medical team and taken to Mater Dei Hospital by ambulance. Unfortunately, he was certified dead shortly afterwards.Magistrate Dr Philip Galea Farrugia LL. D was informed of the case and appointed an inquiry.Police investigations are still ongoing.",['Honda'],"A 36-year-old Italian man, residing in Birkirkara, lost his life late last night in a traffic accident in Msida.The accident happened at around 2015hrs in Mikiel Anton Vassalli Street.From initial investigations it appears that the man was riding a Honda motorcycle and while he was in the tunnel, he lost control, crashed into the wall and fell.The victim was immediately assisted by a medical team and taken to Mater Dei Hospital by ambulance. Unfortunately, he was certified dead shortly afterwards.Magistrate Dr Philip Galea Farrugia LL. D was informed of the case and appointed an inquiry.Police investigations are still ongoing.",0.0,3.0,298.982666015625,52.91999816894531,25.364036560058594,2025-01-24,2025-01-24,Friday,['Mater Dei'],0.0,0.0,0.0,15.476499557495117,6960.0,310.7320251464844,17.102840423583984,[],35.8994577,14.4649552,,20:15,Fatal motorcycle accident,Birkirkara,['Motorcycle']
"['Collision', 'Accident']",42.0,"Traffic accident in Iklin Today, at around midnight (0000 hrs), the Police were informed of a traffic accident in Valley Road, Iklin.From preliminary investigations it resulted that a collision occurred between a Toyota Passo driven by a 42-year-old woman from St Paul’s Bay and a Keeway motorcycle driven by a 39-year-old man from Lija.The motorcyclist was assisted by a medical team and taken to Mater Dei Hospital by ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case.","['Keeway', 'Toyota']","Today, at around midnight (0000 hrs), the Police were informed of a traffic accident in Valley Road, Iklin.From preliminary investigations it resulted that a collision occurred between a Toyota Passo driven by a 42-year-old woman from St Paul’s Bay and a Keeway motorcycle driven by a 39-year-old man from Lija.The motorcyclist was assisted by a medical team and taken to Mater Dei Hospital by ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case.",,,,,,2025-02-15,2025-02-15,Saturday,['Mater Dei'],,,,,,,,['grievous'],,,,00:00,Traffic accident in Iklin,,"['Motorcycle', 'Car']"
"['Accident', 'Collision']",32.0,"Car-motorcycle collision Yesterday, at around 1800hrs, the Police were informed of a traffic accident in Triq Ħompesch, Fgura.Preliminary investigations showed that a collision occurred between a Chevrolet Aveo that was being driven by a 32-year-old Albanian man from Fgura and a Kawazaki ZR750 motorcycle that was being driven by a 45-year-old Italian man from Marsascala.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations into the accident are ongoing.",['Chevrolet'],"Yesterday, at around 1800hrs, the Police were informed of a traffic accident in Triq Ħompesch, Fgura.Preliminary investigations showed that a collision occurred between a Chevrolet Aveo that was being driven by a 32-year-old Albanian man from Fgura and a Kawazaki ZR750 motorcycle that was being driven by a 45-year-old Italian man from Marsascala.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations into the accident are ongoing.",,,,,,2025-02-20,2025-02-20,Thursday,['Mater Dei'],,,,,,,,['grievous'],,,,18:00,Car-motorcycle collision,,"['Motorcycle', 'Car']"
['Accident'],75.0,"Woman grievously injured in traffic accident A 75-year-old woman who lives in Marsascala, at around 0945hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq Sant’Antnin, Marsascala.Preliminary investigations showed that the victim was hit by a Mazda Demio, which was being driven by a 54-year-old woman residing in Marsascala aswell.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",['Mazda'],"A 75-year-old woman who lives in Marsascala, at around 0945hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq Sant’Antnin, Marsascala.Preliminary investigations showed that the victim was hit by a Mazda Demio, which was being driven by a 54-year-old woman residing in Marsascala aswell.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",,,,,,2025-02-09,2025-02-09,Sunday,['Mater Dei'],,,,,,,,['grievous'],,,,09:45,Woman grievously injured in traffic accident,,"['Car', 'Pedestrian']"
"['Collision', 'Accident']",27.0,"Fatal motorcycle accident A 27-year-old man who lives in Paola, lost his life early this morning in a traffic accident in Pembroke.The accident happened at around 0100hrs) in Triq Sant’Andrija.Preliminary investigations showed that a collision occurred between a BMW 1 series driven by a 22-year-old man residing in St Paul’s Bay and a Honda motorcycle driven by the victim.The motorcyclist was immediately assisted by a medical team and taken to Mater Dei Hospital by ambulance. Unfortunately, he was certified dead shortly afterwards.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations into this incident are ongoing.","['Honda', 'Bmw']","A 27-year-old man who lives in Paola, lost his life early this morning in a traffic accident in Pembroke.The accident happened at around 0100hrs) in Triq Sant’Andrija.Preliminary investigations showed that a collision occurred between a BMW 1 series driven by a 22-year-old man residing in St Paul’s Bay and a Honda motorcycle driven by the victim.The motorcyclist was immediately assisted by a medical team and taken to Mater Dei Hospital by ambulance. Unfortunately, he was certified dead shortly afterwards.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations into this incident are ongoing.",0.0,2.0,296.2594909667969,53.279998779296875,28.732421875,2025-07-26,2025-07-26,Saturday,['Mater Dei'],0.0,0.0,0.0,29.815000534057617,75780.0,167.90525817871094,5.154415607452393,[],35.9281313,14.4795722,,01:00,Fatal motorcycle accident,Pembroke,['Motorcycle']
['Accident'],22.0,"Gozo traffic accident Yesterday, at around 2115hrs, the Police were informed of a traffic accident in Triq Borġ Għarib, Għajnsielem.Preliminary investigations showed that a 22-year-old Albanian, a resident of Żebbuġ, Gozo, lost control of his Renault Megane and crashed into a wall.A medical team was called on site and an ambulance took the driver to Gozo General Hospital where he was certified to have sustained grievous injuries.Police investigations are ongoing.",['Renault'],"Yesterday, at around 2115hrs, the Police were informed of a traffic accident in Triq Borġ Għarib, Għajnsielem.Preliminary investigations showed that a 22-year-old Albanian, a resident of Żebbuġ, Gozo, lost control of his Renault Megane and crashed into a wall.A medical team was called on site and an ambulance took the driver to Gozo General Hospital where he was certified to have sustained grievous injuries.Police investigations are ongoing.",0.0,2.0,303.6900634765625,20.15999984741211,9.470120429992676,2025-07-02,2025-07-02,Wednesday,['Gozo General Hospital'],0.0,0.0,0.0,26.8700008392334,31040.0,352.87506103515625,2.9024126529693604,['grievous'],36.0288642,14.2871759,Triq Borġ Għarib,21:15,Gozo traffic accident,Għajnsielem,['Car']
